"station_nbr","date","tmax","tmin","tavg","depart","dewpoint","wetbulb","heat","cool","sunrise","sunset","codesum","snowfall","preciptotal","stnpressure","sealevel","resultspeed","resultdir","avgspeed"
13,2012-04-16,74,47,52,35,38,42,14,1,90,139,"MO",2,2,54,85,37,23,218
14,2012-04-16,87,63,67,1,60,60,57,1,113,176,"MO",2,2,146,87,31,2,211
15,2012-04-16,111,70,82,59,68,70,1,8,59,142,"MO",2,1,224,66,58,18,218
16,2012-04-16,103,77,82,12,73,71,1,8,84,186,"RA",2,3,252,67,65,16,227
17,2012-04-16,91,64,70,33,58,59,35,1,124,155,"MO",2,2,218,90,15,2,124
18,2012-04-16,94,71,74,12,63,64,1,1,113,169,"MO",2,2,229,84,57,6,212
19,2012-04-16,86,56,63,42,56,54,3,1,65,146,"RA",2,1,179,53,168,24,117
20,2012-04-16,94,71,74,37,63,64,1,1,34,155,"MO",2,2,210,83,64,5,231
1,2012-04-17,103,75,81,29,52,63,1,7,84,200,"MO",2,2,250,75,78,29,250
2,2012-04-17,96,68,74,52,50,60,1,1,60,143,"MO",2,2,162,78,152,29,78
3,2012-04-17,94,59,69,1,62,62,46,1,104,170,"MO",2,2,216,94,40,14,203
4,2012-04-17,104,73,81,33,67,67,1,7,119,171,"MO",2,2,215,89,23,3,195
6,2012-04-17,104,68,77,32,68,66,1,4,119,171,"MO",2,2,231,89,65,2,224
7,2012-04-17,93,67,72,32,61,62,13,1,168,153,"MO",2,2,150,93,74,16,233
8,2012-04-17,102,75,80,22,68,67,1,6,127,171,"MO",2,2,247,64,37,3,193
9,2012-04-17,75,44,51,37,52,50,15,1,180,147,"RA",2,12,209,91,53,14,220
10,2012-04-17,105,85,87,36,76,74,1,13,114,167,"MO",2,2,281,89,76,16,241
11,2012-04-17,104,73,81,36,76,73,1,7,114,168,"MO",2,2,280,89,61,14,220
12,2012-04-17,103,74,81,34,76,73,1,7,83,175,"MO",2,2,280,90,63,14,218
13,2012-04-17,85,50,60,37,37,47,6,1,134,91,"MO",2,2,54,80,15,17,212
14,2012-04-17,93,62,70,33,63,61,35,1,112,177,"MO",2,2,149,93,57,15,218
15,2012-04-17,100,68,75,53,50,60,1,2,57,143,"MO",2,2,228,75,91,30,24
16,2012-04-17,103,73,80,40,53,63,1,6,10,197,"MO",2,2,252,71,69,30,233
17,2012-04-17,95,60,70,33,61,61,35,1,111,167,"MO",2,2,223,99,35,15,191
18,2012-04-17,98,69,75,1,67,65,1,2,112,170,"MO",2,2,235,92,37,9,197
19,2012-04-17,61,52,49,26,49,45,17,1,63,147,"MO",2,2,227,106,45,10,225
20,2012-04-17,98,66,74,22,67,65,1,1,8,203,"MO",2,2,216,92,36,6,203
1,2012-04-18,81,61,63,36,46,51,3,1,77,104,"MO",2,2,272,94,23,33,209
2,2012-04-18,79,59,61,39,45,49,5,1,59,144,"MO",2,2,176,92,26,31,217
3,2012-04-18,96,70,75,36,68,65,1,2,103,171,"MO",2,2,200,80,127,17,49
4,2012-04-18,103,73,80,32,70,69,1,6,118,172,"MO",2,2,208,83,24,14,196
6,2012-04-18,102,64,75,12,70,67,1,2,118,171,"BCFG BR",2,2,223,83,41,16,204
7,2012-04-18,97,70,75,36,69,66,1,2,103,184,"MO",2,2,131,76,173,17,95
8,2012-04-18,101,70,77,36,65,65,1,4,127,167,"MO",2,2,243,86,22,14,124
9,2012-04-18,83,61,64,12,59,56,76,1,195,128,"RA",2,13,185,67,72,27,39
10,2012-04-18,107,89,89,33,78,76,1,15,113,168,"MO",2,4,270,77,61,17,248
11,2012-04-18,105,84,86,41,79,75,1,12,113,168,"RA BR",2,10,268,77,55,19,229
12,2012-04-18,106,82,86,37,79,75,1,12,103,181,"RA",2,1,268,77,55,17,221
13,2012-04-18,89,50,61,37,45,50,5,1,199,123,"MO",2,2,41,62,38,14,233
14,2012-04-18,97,68,74,37,69,66,1,1,111,178,"MO",2,2,132,77,136,17,58
15,2012-04-18,79,56,59,37,43,48,7,1,55,144,"MO",2,2,249,92,41,32,215
16,2012-04-18,76,61,61,8,48,50,5,1,96,137,"MO",2,2,274,91,11,12,235
17,2012-04-18,98,69,75,32,67,65,1,2,104,185,"MO",2,2,205,84,90,18,243
18,2012-04-18,98,72,77,33,69,67,1,4,111,171,"MO",2,2,223,83,103,15,27
19,2012-04-18,89,53,63,41,59,58,3,1,62,148,"RA",2,1,194,79,111,21,48
20,2012-04-18,98,68,75,34,69,66,1,2,113,165,"MO",2,2,203,83,60,15,222
1,2012-04-19,90,56,64,42,54,55,76,1,78,131,"MO",2,2,259,80,22,19,199
2,2012-04-19,87,57,64,42,50,53,76,1,57,145,"MO",2,2,164,79,75,23,231
3,2012-04-19,101,75,80,40,70,69,1,6,101,172,"TSRA",2,37,177,56,135,18,68
4,2012-04-19,106,73,82,34,71,70,1,8,116,173,"MO",2,2,187,64,39,17,213
6,2012-04-19,105,63,76,1,71,69,1,3,116,172,"MO",2,2,203,64,86,18,242
7,2012-04-19,98,75,78,40,72,69,1,5,84,176,"TS TSRA RA",2,9,111,53,144,19,80
8,2012-04-19,102,68,77,38,72,69,1,4,150,12,"BR HZ",2,2,224,71,55,18,212
9,2012-04-19,63,55,51,31,49,47,15,1,182,109,"RA",2,6,193,76,68,5,227
10,2012-04-19,98,84,83,37,83,77,1,9,112,169,"RA BR HZ",2,10,261,69,31,12,201
11,2012-04-19,101,79,82,37,84,76,1,8,111,169,"RA BR",2,1,260,69,51,15,241
12,2012-04-19,102,82,84,30,83,77,1,10,83,204,"RA BR",2,8,260,69,20,11,188
13,2012-04-19,79,53,58,40,49,49,8,1,163,88,"RA",2,1,45,65,12,3,226
14,2012-04-19,98,72,77,39,72,69,1,4,109,179,"TS TSRA RA BR",2,66,111,54,138,18,61
15,2012-04-19,91,47,61,39,50,51,5,1,53,145,"MO",2,2,236,78,15,15,124
16,2012-04-19,79,59,61,12,58,55,5,1,77,190,"MO",2,2,262,78,60,15,223
17,2012-04-19,102,73,80,1,69,69,1,6,108,193,"RA",2,4,184,60,94,18,252
18,2012-04-19,102,77,81,36,68,69,1,7,109,172,"MO",2,2,200,61,134,17,58
19,2012-04-19,75,53,56,35,54,48,9,1,60,149,"RA BR",2,70,186,70,142,2,63
20,2012-04-19,101,74,80,38,68,67,1,6,136,165,"MO",2,2,181,60,101,17,22
1,2012-04-20,100,64,74,1,58,61,1,1,100,181,"MO",2,2,249,70,76,20,234
2,2012-04-20,93,64,71,47,58,59,24,1,54,146,"MO",2,1,158,71,116,21,46
3,2012-04-20,83,62,64,28,62,59,76,1,100,174,"RA BR",2,103,195,71,117,35,43
4,2012-04-20,96,78,78,1,71,69,1,5,115,174,"TS RA",2,4,190,62,39,36,227
6,2012-04-20,97,74,77,32,73,70,1,4,115,174,"RA",2,1,205,61,60,36,23
7,2012-04-20,85,62,65,49,62,58,74,1,140,105,"MO",2,3,135,75,142,35,64
8,2012-04-20,96,75,76,40,76,71,1,3,88,95,"RA VCTS",2,19,219,72,39,34,217
9,2012-04-20,75,48,53,32,43,45,12,1,75,183,"MO",2,2,197,80,54,35,228
10,2012-04-20,108,89,91,42,80,77,1,16,111,169,"MO",2,1,254,62,33,16,224
11,2012-04-20,106,83,86,41,82,77,1,12,110,170,"BR",2,1,254,62,35,15,219
12,2012-04-20,103,83,85,35,83,77,1,11,136,156,"FG BR",2,1,253,63,24,12,201
13,2012-04-20,85,51,60,32,47,50,6,1,87,141,"MO",2,2,56,82,45,31,235
14,2012-04-20,82,64,65,26,62,59,74,1,108,179,"MO",2,3,133,74,152,35,74
15,2012-04-20,100,52,67,45,57,59,57,1,51,146,"MO",2,2,223,66,67,18,225
16,2012-04-20,95,62,71,1,58,60,24,1,51,152,"MO",2,2,252,68,89,18,250
17,2012-04-20,84,61,64,27,60,59,76,1,93,102,"RA BR VCTS",2,19,202,75,73,36,232
18,2012-04-20,90,72,73,22,71,67,2,1,108,173,"TSRA RA",2,8,208,64,70,36,35
19,2012-04-20,60,53,49,27,52,47,17,1,58,150,"RA DZ BR",2,25,185,64,160,1,82
20,2012-04-20,87,69,70,35,71,66,35,1,25,201,"TSRA RA",2,19,188,63,77,34,30
1,2012-04-21,98,73,77,36,69,66,1,4,72,200,"MO",2,2,232,52,76,20,235
2,2012-04-21,94,69,73,49,69,64,2,1,53,147,"BR",2,2,140,52,109,20,29
3,2012-04-21,91,55,64,28,60,59,76,1,99,174,"MO",2,2,197,75,10,26,184
4,2012-04-21,101,69,76,26,58,61,1,3,114,175,"MO",2,2,201,75,53,35,216
6,2012-04-21,100,64,74,26,60,61,1,1,114,174,"MO",2,2,218,75,85,36,244
7,2012-04-21,92,55,65,22,62,60,74,1,202,132,"MO",2,2,133,76,22,20,193
8,2012-04-21,96,68,73,32,60,61,2,1,136,164,"MO",2,2,233,72,84,35,241
9,2012-04-21,71,55,54,38,52,49,11,1,165,116,"RA BR",2,34,190,73,86,15,251
10,2012-04-21,102,84,85,37,82,77,1,11,110,170,"RA",2,35,242,48,48,15,226
11,2012-04-21,101,81,83,37,83,76,1,9,109,170,"TSRA RA FG+ BR",2,108,241,48,31,12,202
12,2012-04-21,101,83,84,42,83,77,1,10,179,129,"TS TSRA RA BR",2,17,241,48,42,14,206
13,2012-04-21,93,59,67,46,46,53,57,1,104,146,"MO",2,2,59,78,19,8,222
14,2012-04-21,92,59,67,12,62,60,57,1,107,180,"MO",2,2,133,75,15,25,194
15,2012-04-21,98,69,75,51,65,64,1,2,50,147,"MO",2,2,207,48,62,19,244
16,2012-04-21,96,70,75,26,69,65,1,2,69,150,"MO",2,2,236,50,87,18,250
17,2012-04-21,91,55,64,22,59,56,76,1,105,80,"BR",2,2,203,78,5,24,13
18,2012-04-21,94,63,71,27,60,61,24,1,107,174,"MO",2,2,218,75,53,35,214
19,2012-04-21,64,47,48,28,45,42,18,1,57,152,"MO",2,2,198,80,74,2,234
20,2012-04-21,93,61,69,40,60,60,46,1,106,136,"MO",2,2,198,74,45,34,211
1,2012-04-22,81,58,61,1,62,55,5,1,10,182,"RA BR",2,90,231,53,103,4,39
2,2012-04-22,76,53,56,34,61,53,9,1,51,149,"RA BR",2,135,135,49,77,4,31
3,2012-04-22,87,62,66,27,57,58,68,1,98,175,"MO",2,2,210,86,21,35,24
4,2012-04-22,112,67,81,32,62,65,1,7,113,175,"MO",2,2,207,80,15,7,129
6,2012-04-22,111,59,76,12,64,65,1,3,113,175,"MO",2,2,223,80,14,5,188
7,2012-04-22,87,67,69,40,56,58,46,1,81,181,"MO",2,2,148,90,113,36,39
8,2012-04-22,108,63,78,47,64,65,1,5,164,134,"MO",2,2,238,65,17,33,19
9,2012-04-22,73,55,55,1,53,50,10,1,73,126,"RA",2,1,211,93,32,35,193
10,2012-04-22,98,83,83,33,74,72,1,9,109,170,"RA BR",2,37,223,32,89,28,251
11,2012-04-22,93,77,76,1,75,71,1,3,108,171,"RA BR",2,22,221,32,90,28,248
12,2012-04-22,98,80,81,32,75,72,1,7,125,156,"RA BR",2,65,221,32,93,29,23
13,2012-04-22,92,53,64,26,48,52,76,1,124,178,"MO",2,2,67,90,33,16,209
14,2012-04-22,89,69,71,32,54,58,24,1,106,181,"MO",2,2,147,89,123,36,47
15,2012-04-22,73,55,55,33,60,52,10,1,48,149,"RA BR",2,107,210,54,58,34,236
16,2012-04-22,76,57,59,32,62,54,7,1,70,198,"RA BR",2,87,234,50,21,4,39
17,2012-04-22,89,62,67,44,53,56,57,1,127,167,"MO",2,2,216,90,72,36,228
18,2012-04-22,102,68,76,32,61,64,1,3,106,175,"MO",2,2,226,82,69,36,227
19,2012-04-22,67,51,51,22,40,43,15,1,54,153,"MO",2,2,204,86,98,3,38
20,2012-04-22,103,69,77,22,62,64,1,4,15,205,"MO",2,2,206,82,67,34,234
1,2012-04-23,84,58,63,38,67,60,3,1,53,177,"RA BR",2,166,194,14,52,9,22
2,2012-04-23,81,53,59,35,60,53,7,1,50,150,"RA FG+ BR",2,138,98,11,40,13,41
3,2012-04-23,90,57,65,28,58,58,74,1,96,176,"MO",2,2,208,88,6,29,184
4,2012-04-23,102,75,81,32,57,62,1,7,112,176,"MO",2,2,213,88,12,5,191
6,2012-04-23,100,69,76,12,59,62,1,3,112,175,"MO",2,2,229,87,71,3,228
7,2012-04-23,91,53,64,26,57,58,76,1,85,98,"MO",2,2,143,89,26,19,185
8,2012-04-23,98,71,75,41,60,63,1,2,130,165,"RA",2,2,247,87,32,4,185
9,2012-04-23,83,49,58,28,53,52,8,1,125,138,"MO",2,2,193,80,33,31,190
10,2012-04-23,90,71,72,35,50,58,13,1,108,171,"MO",2,2,242,53,125,29,47
11,2012-04-23,87,60,65,4,53,55,74,1,107,172,"MO",2,2,241,53,115,29,37
12,2012-04-23,90,70,72,4,50,56,13,1,127,162,"MO",2,2,241,53,136,30,56
13,2012-04-23,98,59,71,38,45,54,24,1,125,162,"MO",2,2,56,74,26,18,214
14,2012-04-23,92,59,67,22,58,58,57,1,104,182,"MO",2,2,143,89,7,21,193
15,2012-04-23,76,53,56,34,62,54,9,1,47,150,"RA BR",2,125,173,14,37,7,226
16,2012-04-23,75,58,59,34,67,59,7,1,78,175,"RA BR",2,186,197,11,83,13,41
17,2012-04-23,91,56,65,32,57,55,74,1,95,95,"MO",2,2,215,92,5,4,16
18,2012-04-23,95,68,73,26,56,60,2,1,105,175,"MO",2,2,231,89,15,3,185
19,2012-04-23,73,51,54,1,37,43,11,1,53,154,"MO",2,2,186,71,68,2,233
20,2012-04-23,96,66,73,12,54,60,2,1,25,183,"MO",2,2,210,88,22,1,199
1,2012-04-24,78,62,62,1,48,51,4,1,93,79,"MO",2,1,204,29,92,21,22
2,2012-04-24,68,53,52,22,47,47,14,1,48,151,"RA",2,1,109,28,121,21,46
3,2012-04-24,106,66,77,37,67,67,1,4,95,177,"MO",2,2,174,56,121,19,43
4,2012-04-24,108,71,82,33,69,70,1,8,111,177,"MO",2,2,197,73,53,17,211
6,2012-04-24,107,64,77,1,70,69,1,4,111,176,"MO",2,2,213,73,81,18,236
7,2012-04-24,104,70,78,33,68,67,1,5,91,137,"MO",2,2,113,58,171,20,92
8,2012-04-24,106,66,77,40,72,70,1,4,116,165,"HZ",2,2,234,88,69,18,220
9,2012-04-24,92,63,70,12,56,58,35,1,105,174,"MO",2,2,159,45,43,14,205
10,2012-04-24,94,66,72,22,47,56,13,1,107,172,"MO",2,2,260,70,97,29,24
11,2012-04-24,92,55,65,4,51,54,74,1,106,173,"MO",2,2,259,70,99,28,25
12,2012-04-24,93,66,71,31,47,56,24,1,161,145,"MO",2,2,259,70,98,29,27
13,2012-04-24,105,67,77,1,43,55,1,4,156,160,"RA",2,1,42,53,28,21,246
14,2012-04-24,104,63,75,36,68,66,1,2,103,183,"MO",2,2,114,59,140,20,63
15,2012-04-24,72,51,53,12,48,48,12,1,45,151,"RA",2,4,179,26,91,19,23
16,2012-04-24,75,61,60,22,49,50,6,1,161,143,"MO",2,2,208,27,109,20,39
17,2012-04-24,107,61,76,26,67,66,1,3,104,175,"MO",2,2,182,61,76,20,230
18,2012-04-24,106,71,81,35,65,67,1,7,104,176,"MO",2,2,208,68,94,19,252
19,2012-04-24,79,56,59,35,39,47,7,1,51,155,"MO",2,2,166,49,18,21,235
20,2012-04-24,105,71,80,1,65,67,1,6,143,164,"MO",2,2,189,68,53,17,222
1,2012-04-25,82,59,62,27,47,50,4,1,106,103,"MO",2,1,229,54,85,26,243
2,2012-04-25,74,49,53,22,46,45,12,1,47,152,"MO",2,1,136,54,91,25,250
3,2012-04-25,107,85,88,47,79,76,1,14,94,178,"MO",2,1,165,41,94,19,24
4,2012-04-25,113,82,89,39,81,77,1,15,110,177,"MO",2,2,185,61,72,18,240
6,2012-04-25,113,80,88,40,82,77,1,14,110,177,"MO",2,2,202,60,144,18,66
7,2012-04-25,108,84,88,41,78,75,1,14,127,162,"MO",2,2,102,42,126,19,53
8,2012-04-25,111,78,85,39,82,77,1,11,84,178,"MO",2,2,223,83,104,18,21
9,2012-04-25,91,64,70,41,63,61,35,1,153,155,"RA",2,18,159,38,53,11,243
10,2012-04-25,105,71,80,12,62,65,1,6,106,173,"MO",2,2,270,79,98,24,21
11,2012-04-25,103,61,74,26,64,64,1,1,105,173,"MO",2,2,268,79,86,24,246
12,2012-04-25,104,66,76,14,62,65,1,3,88,180,"MO",2,2,268,80,77,25,236
13,2012-04-25,97,63,72,33,43,55,13,1,206,117,"MO",2,2,46,58,4,15,225
14,2012-04-25,108,83,87,47,79,75,1,13,102,184,"MO",2,2,103,43,113,19,46
15,2012-04-25,75,46,52,22,47,47,14,1,44,152,"MO",2,1,205,52,48,25,212
16,2012-04-25,81,56,60,12,47,50,6,1,162,144,"MO",2,2,233,51,72,25,237
17,2012-04-25,108,84,88,22,78,75,1,14,132,133,"MO",2,2,172,46,65,20,224
18,2012-04-25,109,83,88,41,80,77,1,14,103,177,"MO",2,2,195,52,153,18,77
19,2012-04-25,67,57,53,12,57,51,12,1,50,156,"RA BR",2,27,166,48,47,8,210
20,2012-04-25,108,82,87,40,80,76,1,13,11,207,"MO",2,2,176,52,114,18,35
1,2012-04-26,83,53,60,33,51,51,6,1,108,93,"RA BR",2,4,236,55,33,16,206
2,2012-04-26,79,50,56,32,50,50,9,1,46,153,"RA BR",2,4,143,54,63,22,240
3,2012-04-26,107,81,86,45,78,75,1,12,93,179,"BR",2,2,180,56,50,8,209
4,2012-04-26,115,83,91,40,82,78,1,16,109,178,"MO",2,2,183,57,67,18,236
6,2012-04-26,115,82,91,42,83,78,1,16,109,177,"MO",2,2,199,56,134,18,55
7,2012-04-26,105,82,85,34,84,78,1,11,131,168,"BR",2,2,114,53,86,11,248
8,2012-04-26,111,85,88,33,83,78,1,14,105,173,"BR",2,2,219,66,117,18,42
9,2012-04-26,73,59,58,40,43,48,8,1,100,193,"MO",2,2,205,83,91,3,26
10,2012-04-26,113,78,87,40,70,71,1,13,105,173,"MO",2,2,272,81,101,25,25
11,2012-04-26,109,68,81,34,71,70,1,7,104,174,"MO",2,2,270,80,89,24,243
12,2012-04-26,111,70,82,34,70,71,1,8,99,174,"MO",2,2,270,81,89,24,246
13,2012-04-26,98,66,74,1,54,59,1,1,87,196,"TS RA",2,10,33,46,81,18,253
14,2012-04-26,104,83,85,44,84,78,1,11,101,184,"MO",2,2,113,53,21,11,26
15,2012-04-26,82,41,53,22,49,48,12,1,42,153,"RA BR",2,24,212,53,35,13,199
16,2012-04-26,74,51,54,32,52,51,11,1,105,65,"RA BR",2,1,241,53,60,16,245
17,2012-04-26,109,80,86,35,76,75,1,12,98,189,"BR",2,2,185,59,51,8,206
18,2012-04-26,108,88,89,42,83,80,1,15,102,178,"MO",2,2,195,52,129,17,53
19,2012-04-26,68,50,51,27,51,47,15,1,48,157,"BR",2,2,195,72,94,2,25
20,2012-04-26,108,86,89,44,83,78,1,15,15,203,"MO",2,2,175,51,105,16,27
1,2012-04-27,73,53,55,28,48,50,10,1,152,17,"RA BR",2,6,220,47,139,29,61
2,2012-04-27,68,49,50,28,45,44,16,1,44,154,"RA BR",2,5,130,50,182,28,104
3,2012-04-27,105,83,86,45,81,76,1,12,92,180,"MO",2,1,164,42,161,17,94
4,2012-04-27,111,85,89,39,81,77,1,15,108,179,"MO",2,2,181,54,80,17,243
6,2012-04-27,112,85,91,42,82,78,1,16,108,178,"MO",2,2,197,54,145,17,66
7,2012-04-27,108,86,89,37,74,74,1,15,128,156,"MO",2,2,96,37,136,17,90
8,2012-04-27,108,88,88,37,83,78,1,14,80,192,"MO",2,2,217,76,126,17,45
9,2012-04-27,74,55,56,4,40,47,9,1,155,165,"RA",2,1,203,87,116,12,39
10,2012-04-27,111,81,87,36,76,75,1,13,104,174,"MO",2,2,274,82,45,20,231
11,2012-04-27,107,74,83,36,76,73,1,9,103,174,"FG+ BR",2,2,272,82,59,21,227
12,2012-04-27,109,78,85,36,78,74,1,11,143,149,"MO",2,2,272,83,55,21,225
13,2012-04-27,85,51,60,34,51,52,6,1,198,88,"RA",2,3,23,36,53,36,245
14,2012-04-27,109,85,89,48,75,74,1,15,100,185,"MO",2,2,97,37,131,17,82
15,2012-04-27,69,49,51,27,47,45,15,1,41,154,"RA BR",2,8,198,47,151,30,73
16,2012-04-27,73,53,55,1,48,50,10,1,97,182,"RA BR",2,9,221,43,147,30,74
17,2012-04-27,106,88,88,45,81,77,1,14,104,173,"RA",2,1,170,45,119,17,48
18,2012-04-27,109,86,89,42,80,77,1,15,101,178,"MO",2,2,192,49,180,18,101
19,2012-04-27,64,47,48,30,39,42,18,1,47,158,"MO",2,2,218,98,82,8,242
20,2012-04-27,108,85,88,35,81,77,1,14,103,178,"MO",2,2,173,48,131,17,52
1,2012-04-28,75,51,55,28,32,42,10,1,174,131,"MO",2,2,259,82,92,30,251
2,2012-04-28,71,46,50,29,30,39,16,1,43,155,"MO",2,2,164,83,107,29,29
3,2012-04-28,100,88,85,43,81,76,1,11,90,180,"MO",2,1,179,54,101,16,28
4,2012-04-28,112,85,91,40,82,77,1,16,107,179,"BR HZ",2,2,182,56,89,16,250
6,2012-04-28,112,84,89,40,82,78,1,15,107,179,"BR",2,2,198,55,147,16,70
7,2012-04-28,98,83,83,35,80,74,1,9,99,182,"TSRA BR VCTS",2,56,112,51,40,2,232
8,2012-04-28,108,85,87,35,82,78,1,13,82,194,"BR",2,2,218,76,114,17,38
9,2012-04-28,68,55,53,35,47,45,12,1,145,157,"RA BR",2,17,208,90,108,11,31
10,2012-04-28,112,83,89,12,79,76,1,15,103,175,"MO",2,2,275,83,48,13,220
11,2012-04-28,111,74,84,37,79,75,1,10,102,175,"MO",2,2,273,83,41,13,199
12,2012-04-28,109,77,85,37,80,76,1,11,103,175,"BR",2,2,273,84,42,14,205
13,2012-04-28,78,41,51,35,39,43,15,1,87,123,"MO",2,2,41,65,86,16,246
14,2012-04-28,100,80,82,41,82,76,1,8,99,186,"TS TSRA BR",2,22,112,50,37,12,225
15,2012-04-28,72,46,51,27,29,39,15,1,39,156,"MO",2,2,236,81,117,31,46
16,2012-04-28,75,48,53,35,31,42,12,1,73,129,"MO",2,2,260,79,98,30,23
17,2012-04-28,100,89,86,36,81,76,1,12,135,137,"MO",2,2,185,58,81,17,239
18,2012-04-28,108,86,89,42,80,77,1,15,100,179,"MO",2,2,199,54,171,18,93
19,2012-04-28,59,55,49,30,50,45,17,1,45,160,"RA BR",2,26,213,95,108,8,37
20,2012-04-28,108,86,89,44,81,77,1,15,7,203,"MO",2,2,179,53,125,17,46
1,2012-04-29,75,53,56,29,28,43,9,1,7,198,"MO",2,2,262,85,84,31,242
2,2012-04-29,73,47,52,27,25,40,14,1,41,156,"MO",2,2,167,85,102,31,34
3,2012-04-29,100,84,84,41,82,77,1,10,89,181,"TS RA",2,1,187,62,103,17,37
4,2012-04-29,108,89,91,39,83,78,1,16,106,180,"MO",2,2,191,63,91,15,250
6,2012-04-29,108,88,89,40,83,80,1,15,106,179,"MO",2,2,207,63,129,15,50
7,2012-04-29,98,81,82,34,82,76,1,8,110,170,"RA BR HZ",2,6,120,60,85,18,35
8,2012-04-29,108,90,92,37,84,80,1,17,125,162,"MO",2,2,225,82,105,16,26
9,2012-04-29,75,59,59,29,56,53,7,1,169,155,"RA",2,12,205,90,81,13,236
10,2012-04-29,109,90,92,38,83,80,1,17,102,175,"MO",2,2,277,86,64,13,225
11,2012-04-29,108,81,86,38,84,78,1,12,101,176,"BCFG BR",2,2,276,86,47,12,204
12,2012-04-29,105,79,84,33,83,77,1,10,93,175,"FG+ BR",2,2,276,87,38,12,196
13,2012-04-29,81,47,55,34,47,48,10,1,115,119,"MO",2,2,44,69,26,3,214
14,2012-04-29,100,82,83,42,83,76,1,9,98,187,"RA BR HZ",2,9,120,60,77,17,25
15,2012-04-29,72,41,49,29,26,39,17,1,38,157,"MO",2,2,239,84,105,31,28
16,2012-04-29,75,50,54,33,28,42,11,1,141,158,"MO",2,2,264,82,21,31,28
17,2012-04-29,101,86,85,47,82,77,1,11,62,84,"VCTS",2,1,192,65,75,17,235
18,2012-04-29,107,86,88,40,81,77,1,14,99,180,"RA",2,1,209,65,146,16,71
19,2012-04-29,67,52,51,28,49,47,15,1,44,161,"RA BR",2,25,213,98,92,8,21
20,2012-04-29,106,85,87,46,81,77,1,13,68,199,"BR",2,2,190,65,106,15,29
1,2012-04-30,81,50,58,22,38,47,8,1,130,59,"MO",2,1,278,101,23,22,202
2,2012-04-30,79,48,55,22,32,43,10,1,40,157,"MO",2,2,183,100,45,26,223
3,2012-04-30,102,77,81,38,82,76,1,7,88,182,"TSRA RA BR",2,85,185,64,83,16,44
4,2012-04-30,105,91,89,38,86,81,1,15,105,181,"MO",2,2,194,68,53,16,227
6,2012-04-30,106,90,89,40,86,81,1,15,105,180,"RA",2,1,210,67,95,15,252
7,2012-04-30,102,78,82,33,82,76,1,8,98,182,"RA BR VCTS",2,55,122,62,95,17,57
8,2012-04-30,106,91,89,36,81,80,1,15,92,176,"RA",2,2,230,73,81,17,237
9,2012-04-30,80,59,61,32,62,56,5,1,76,190,"BR",2,2,183,68,63,15,217
10,2012-04-30,107,90,91,36,85,81,1,16,101,176,"MO",2,2,279,88,86,10,240
11,2012-04-30,105,77,83,35,84,77,1,9,100,176,"BR",2,2,279,89,53,10,212
12,2012-04-30,104,79,83,34,84,78,1,9,90,188,"BR",2,2,278,89,53,11,205
13,2012-04-30,95,51,65,22,36,49,74,1,141,51,"MO",2,2,36,55,30,15,218
14,2012-04-30,103,78,82,40,82,76,1,8,96,188,"TS TSRA BR",2,130,122,63,65,17,41
15,2012-04-30,81,44,54,22,34,44,11,1,36,158,"MO",2,2,254,98,8,30,200
16,2012-04-30,70,46,50,26,41,45,16,1,86,99,"MO",2,2,282,99,46,15,225
17,2012-04-30,104,77,82,40,82,76,1,8,68,202,"RA BR VCTS",2,78,192,68,62,16,236
18,2012-04-30,106,90,89,41,85,81,1,15,98,181,"MO",2,1,209,67,143,18,64
19,2012-04-30,75,59,59,33,59,53,7,1,42,162,"MO",2,2,189,72,36,11,194
20,2012-04-30,105,90,89,37,85,80,1,15,66,144,"MO",2,2,190,66,94,17,250
1,2012-05-01,68,59,55,1,56,51,10,1,131,124,"RA BR",2,70,269,91,48,7,217
2,2012-05-01,64,56,52,28,57,50,14,1,39,159,"RA FG+ FG BR",2,66,170,86,47,9,229
3,2012-05-01,104,81,84,40,81,77,1,10,87,183,"TS TSRA",2,3,174,50,179,17,96
4,2012-05-01,109,89,91,39,85,80,1,16,104,181,"MO",2,1,189,62,75,15,238
6,2012-05-01,108,88,89,40,85,81,1,15,104,181,"MO",2,2,205,62,114,15,31
7,2012-05-01,104,79,83,48,81,76,1,9,160,149,"RA VCTS",2,17,107,47,236,18,162
8,2012-05-01,108,90,91,36,85,80,1,16,121,178,"RA DZ HZ",2,2,225,68,73,15,224
9,2012-05-01,93,66,71,33,72,66,24,1,171,151,"RA BR VCTS",2,77,163,45,113,15,36
10,2012-05-01,108,91,92,34,84,80,1,17,100,177,"MO",2,2,278,86,99,11,253
11,2012-05-01,106,80,85,37,82,77,1,11,100,177,"BR",2,2,277,87,51,15,241
12,2012-05-01,105,81,85,35,83,78,1,11,93,190,"BR",2,2,277,87,74,13,228
13,2012-05-01,95,64,72,32,39,52,13,1,157,13,"MO",2,2,26,35,40,15,249
14,2012-05-01,105,78,83,41,82,76,1,9,95,189,"TSRA",2,18,109,48,201,17,117
15,2012-05-01,68,56,53,26,56,49,12,1,35,159,"RA BR",2,81,246,90,32,11,200
16,2012-05-01,67,59,54,34,57,51,11,1,32,159,"RA BR",2,72,271,88,65,12,243
17,2012-05-01,106,81,85,40,81,77,1,11,97,199,"TSRA RA VCTS",2,13,181,55,141,18,60
